date,id,username,polarity,text
2016-12-03 16:56:51,805093451280678912,NBCSportsSoccer,-1,"Too little, too late for Leicester City. #PLonNBChttp://snpy.tv/2fWWm6a"
2016-12-03 16:56:48,805093441294188544,B_Moore_22,-1,Leicester City better start worrying
2016-12-03 16:56:45,805093426706448385,LCFC,0,Full-time: Sunderland 2-1 Leicester City #SunLeipic.twitter.com/8D1LcxeKZw
2016-12-03 16:56:40,805093407790014464,FichajeGoleador,0,¡FINALIZAN! Palace 3-0 Southampton Stoke City 2-0 Burnley Tottenham 5-0 Swansea Sunderland 2-1 Leicester #PL [FECHA 14]pic.twitter.com/Xu8OCNiTIY
2016-12-03 16:56:40,805093406749982720,roastbeefjohnny,-1,"Maybe better rethink my, there are 3 worse teams than us. Shocking. But let's face it, it's so Leicester. Man City next!! Horay!! #lcfc"
2016-12-03 16:56:38,805093395786043392,SuperSportTV,0,#PL - RESULTS: Spurs 5-0 Swansea Sunderland 2-1 Leicester Crystal Palace 3-0 Southampton West Brom 3-1 Watford Stoke City 2-0 Burnley pic.twitter.com/2aYhreKjGg
2016-12-03 16:56:35,805093386516660225,SuperSportBlitz,0,Champions Leicester City remain winless in their last 5 league games after suffering a 2-1 loss at Sunderland #SSFootball
2016-12-03 16:56:33,805093376081227776,BBCRLSport,0,Squawka: Leicester City's 12 points from 14 games is the worst Premier League title defence ever.
2016-12-03 16:56:27,805093349816410113,BoyleSports,0,FT: Crystal Palace 3-0 Southampton Tottenham 5-0 Swansea Stoke City 2-0 Burnley West Brom 3-1 Watford Sunderland 2-1 Leicester City
2016-12-03 16:56:24,805093340043706369,EarlofLagos,-1,"Obviously, Leicester City have lost their mojo."
2016-12-03 16:56:21,805093327163052032,ZakGurney,-1,We're Leicester city we're shitter then you
2016-12-03 16:56:15,805093299476463617,erastu_,-1,Leicester City need to be prosecuted for fraud..
2016-12-03 16:56:08,805093273383698437,KlausBromi,-1,Starting to think Leicester City isn't going to repeat.
2016-12-03 16:55:54,805093214311026689,UmarMudaLawal,-1,Relegation battle already for Leicester City.. #shame #PremierLeague
2016-12-03 16:55:52,805093204433534982,phadishi,0,Leicester city keeper thinking he can pull masuluke
2016-12-03 16:55:51,805093200532799488,DavidAirboot,0,Well this is a return to the Leicester City I know so well.
2016-12-03 16:55:49,805093193196900353,DSlZZY,-1,Leicester City clearly think the premier league is over rated now
2016-12-03 16:55:18,805093062821167104,Trevorlloyd92,0,Tottenham win 5-0. Leicester City lose and West Brom go above ManUtd in the table What a day.
2016-12-03 16:54:47,805092933103980544,mercyemem,-1,Just great to watch Leicester city players being bullied by Sunderland lads. Sweet
2016-12-03 16:54:12,805092786722611200,JGulinoYahoo,0,┳┻| ┻┳| ┳┻| ┻┳| ┳┻| ┻┳| ┳┻| ┻┳| ┳┻| ┻┳| ┳┻| ┻┳| ┳┻| _ ┻┳| •.•) Leicester City is about to be ┳┻|⊂ﾉ four points from the bottom ┻┳|
2016-12-03 16:54:09,805092771719692288,lollydeee,0,What has happened to Leicester City?
2016-12-03 16:53:39,8.05093E+17,itsmcwilly,-1,It's over for Leicester city
2016-12-03 16:53:34,805092626697490433,jonathan_hannam,-1,I sat om my knees and prayed 2 d lord sunderland shuld kick Leicester city's butt. Fuck that club
2016-12-03 16:52:57,805092470971363329,A_Hazard_Jr,0,Surely Leicester city will go down if these monks are keep praying for them how can you bring Monk from Thailand to come and pray for you
2016-12-03 16:52:50,805092441724436485,Iamdjazz,0,"But what really is wrong with Leicester City? They only let go of Kante, only N'golo Kante."
2016-12-03 16:52:22,805092324011311104,ebennyzer,-1,Leicester City are now so shit!! Gosh....
2016-12-03 16:51:36,805092129773154305,simonpit,0,Leicester City pulls one back! https://twitter.com/LCFC/status/805089084330934273 …
2016-12-03 16:51:19,805092060139167745,MaxSttzp,0,"80' Goal by Shinji Okazaki (a: Gray)! Leicester City is getting back at Sunderland, the score is 2-1. #SAFC #LCFC #Premier_Leaguepic.twitter.com/cEBzLxEHZq"
2016-12-03 16:51:18,805092055873527808,MaxSttzp,0,"77' Goal by Jermain Defoe! Sunderland moves away from Leicester City, the score is 2-0. #SAFC #LCFC #Premier_League"
2016-12-03 16:50:50,805091936424103936,mikekelvin101,0,2-0 vs. Hull 3-0 vs. Leicester 4-0 vs. United 2-0 vs. Southampton 5-0 vs. Everton 1-0 vs. Middlesbrough 2-1 vs. Spurs 3-1 vs. City
2016-12-03 16:50:42,805091902165020672,Mr_Haymos,-1,Leicester city not doing well
2016-12-03 16:50:22,805091819788922881,LeicesterFooty,0,U23s Report: Leicester City 2 Liverpool 1 http://www.leicesterfootball.net/u23s-report-leicester-city-2-liverpool-1/ …
2016-12-03 16:50:22,805091818715181056,ShaanaKauva,0,What happens if Leicester city wins the champions league and gets relegated from premier league? @GaryLineker
2016-12-03 16:50:21,805091815627988993,republik_firman,0,@JADWAL_HKLPI: GOL! Sunderland 2-1 Leicester City #SUNLEI #PL (80' Okazaki) http://bit.ly/LINEatJADWALHK …pic.twitter.com/BYIGwUMhsZ
2016-12-03 16:50:19,805091806170021888,lordparry,-1,Leicester City will be relegated.
2016-12-03 16:50:07,805091755477598208,kaltume_b,0,I see Leicester City's wretched away form this season continues
2016-12-03 16:49:54,805091701379465217,simonpit,0,Defoe adds misery to the Champions!! Sunderland 2 0 Leicester City https://twitter.com/SkyFootball/status/805088348037677056 …
2016-12-03 16:49:53,805091699064086528,alekey_isoe,0,Leicester wouldn't be the first champions to be relegated. That would be Manchester City in 1938.
2016-12-03 16:49:31,805091607087181824,alanj80,0,Remember in Space Jam when Barkley and Ewing go brain-dead and no longer know how to play basketball? #LeicesterCity
2016-12-03 16:49:23,805091573373562880,AfuwapeOladele,-1,Leicester City are the most atrocious team in the EPL this season.
2016-12-03 16:49:20,805091560375390208,SamTully14,0,Leicester City where you at
2016-12-03 16:48:59,805091473242882048,RajiDraj,0,"Leicester City low-key gave us the reason they were where Chelsea FC currently is last season, NGOLO KANTÉ"
2016-12-03 16:48:59,805091471007227904,kay_vow,0,Leicester City looking to win the champions league and get relegated...
2016-12-03 16:48:51,805091438543433728,MoosieFC,-1,Lol RT @JJevafrass: Damn son Leicester city are very poor this season ....curse of winning the epl
2016-12-03 16:48:42,805091401553870850,BlueFoxNews,0,Sunderland 2-1 Leicester City: Live updates from the Stadium of Light as the champions look to kick-star their sea… http://ift.tt/2fT1htz
2016-12-03 16:48:30,805091348516900869,Mxolisi_mlondi,0,Imagine Leicester City getting relegated lol
2016-12-03 16:47:49,805091179557777410,DantePasusu,0,"Leicester city, British Bayelsa United.."
2016-12-03 16:47:02,805090983142653957,olukotung,0,Are the priests not praying for Leicester city? Just kinda curious
2016-12-03 16:46:49,805090926423080962,kooixiuhong,0,GG Leicester City.....
2016-12-03 16:45:49,805090675805028352,__Mutuku,0,Leicester city Might be the first team to play champions league while playing in division two.
2016-12-03 16:45:23,805090566581141504,XhakaGranite,0,Meanwhile Crystal Palace destroying Southampton...Leicester City fighting edging closer to relegation zone
2016-12-03 16:45:00,805090471504728065,BestSaneleEver,-1,Leicester City is really worrying me... What happened??????
2016-12-03 16:44:47,805090414709665792,BettracksScores,0,Substitution On - Javier Manquillo (Sunderland 2 - 1 Leicester City)
2016-12-03 16:44:46,805090410943148032,BettracksScores,0,Substitution Off - Duncan Watmore (Sunderland 2 - 1 Leicester City)
2016-12-03 16:44:34,805090361689317376,barcelonaffcc,0,Sunderland 2-1 Leicester City Soccer Live Stream FRee for online at https://goo.gl/en7mH3 uyuy
2016-12-03 16:44:31,805090347101683712,FIRE_STICK,-1,#leicestercity shit on ma bets.. fucking Cunts
2016-12-03 16:43:53,805090189374849024,Evansmatmoh,0,"Leicester city heading to relagation ,,what are the odds ,,literally what the odds ?"
2016-12-03 16:43:46,805090157326045185,KathmanduCanary,0,#bbcfootball #Leicester won't be first champions to be relegated. Manchester City own that record.
2016-12-03 16:43:22,805090060513247233,BlueFoxNews,0,Sunderland 2-0 Leicester City: Live updates from the Stadium of Light as the champions look to kick-star their sea… http://ift.tt/2fSYhNT
2016-12-03 16:43:12,805090015906643968,barcelonaffcc,0,Sunderland 2-1 Leicester City Soccer Live Stream FRee for online at https://goo.gl/en7mH3 yuytuu
2016-12-03 16:43:07,805089997019705344,barcelonaffcc,0,Sunderland 2-1 Leicester City Soccer Live Stream FRee for online at https://goo.gl/en7mH3 yuytuty
2016-12-03 16:43:06,805089991877607424,sharkastic,0,Leicester wouldn't be the first champions to be relegated. That would be Manchester City in 1938. #bbcfootball #FootballExistedBefore1992
2016-12-03 16:43:03,805089980422844416,barcelonaffcc,0,Sunderland 2-1 Leicester City Soccer Live Stream FRee for online at https://goo.gl/en7mH3 thyryur
2016-12-03 16:43:02,805089975859613697,sire_othello,-1,Leicester City. Relegation bound
2016-12-03 16:42:58,805089957618458624,barcelonaffcc,0,Sunderland 2-1 Leicester City Soccer Live Stream FRee for online at https://goo.gl/en7mH3
2016-12-03 16:42:52,805089933027377152,caomhsdad,-1,Leicester City are so last season.
2016-12-03 16:42:51,805089929311191041,JJevafrass,-1,Damn son Leicester city are very poor this season ....curse of winning the epl
2016-12-03 16:42:34,805089858221907969,SRNewsNow,0,"GOAL! Okazaki scores for Leicester City, 79', 2-1 to Sunderland #SunLei (KB)"
2016-12-03 16:42:32,805089847434215425,BettracksScores,0,Yellow Card - Christian Fuchs (Sunderland 2 - 1 Leicester City)
2016-12-03 16:42:29,805089837455986688,OffTheBallAM,0,GOAL!! Shinji Okazaki pulls one back for Leicester City. It ain't over yet. #PremierLeague
2016-12-03 16:42:17,805089787979952129,NewsSAFC2018,0,Yellow card for Leicester City Fuchs #SAFC
2016-12-03 16:42:15,805089776282046464,TY_Cartel,-1,Leicester City. From Champions to Relegation
2016-12-03 16:42:13,805089769776517120,jayeboy2002,-1,Disastrous For Leicester City This Season.This Has Truly Shown That Their Outing Last Season Was A Fluke.
2016-12-03 16:42:03,805089725522378752,hzmysf_,-1,From champion to battling for relegation real quick. That's Leicester City for you.
2016-12-03 16:42:02,805089721827336193,kangaroo_jaack,0,Leicester City
2016-12-03 16:42:01,805089720602685440,fantasyiteam,0,The four games he'll miss; Leicester City (A) Watford (H) Arsenal (H) Hull City (A)
2016-12-03 16:41:49,805089670447120384,AnthonioC_,0,Leicester City https://twitter.com/BBCSport/status/805088471962492928 …
2016-12-03 16:41:43,805089642093613056,iLeicesterApp,0,Official Site: U23s Report: Leicester City 2 Liverpool 1 http://www.football-news365.co.uk/go/56456073
2016-12-03 16:41:39,805089625123463168,233liveOnline,0,3 News • 'Leicester City contact Essien' via @233liveOnline. Full story at http://233live.com/3/97594/Leicester+City+contact+Essien.html …
2016-12-03 16:41:38,8.0509E+17,JuanitoCruz11,0,Sunderland 2-1 Leicester City #PremierLeague
2016-12-03 16:41:27,805089575093882880,byshfsbsh,0,Sunderland 2:1 Leicester city #pl
2016-12-03 16:41:20,805089544924254208,nomaan4u,-1,How on earth this Leicester City team won the PL last season But they getting banged week in and and week out this season.
2016-12-03 16:41:16,805089530030288896,TimiFrost,-1,Leicester City are doing a very good Blackburn impression.
2016-12-03 16:41:12,805089513219432448,infobola777,0,"80,Gool...Sunderland 2 - 1 Leicester City ( Shinji Okazaki )"
2016-12-03 16:41:10,805089504650403840,b98se,0,Sunderland 2 - 0 Leicester City #FotMob http://www.fotmob.com/livescores/47/2252318/match-facts/ … #อาการหนัก
2016-12-03 16:41:10,805089503027331072,SteveHef,0,Leicester City are not quite as funny as they were earlier. #SUNLEI
2016-12-03 16:41:06,805089488787517441,Riftwitt_,0,RIP Leicester City 2016/2017 https://twitter.com/premierleague/status/805088477952020480 …
2016-12-03 16:41:05,805089482517135360,dbaker242424,0,Sunderland 2 - 1 Leicester City. 80' Shinji Okazaki scores for Leicester City! #FotMob http://www.fotmob.com/livescores/47/2252318/match-facts/ …
2016-12-03 16:41:00,805089464699813888,demac18,0,Has any team ever won the league then got relegated the following season @GaryLineker? #leicestercity
2016-12-03 16:40:54,805089439340859392,JADWAL_HKLPI,0,GOL! Sunderland 2-1 Leicester City #SUNLEI #PL (80' Okazaki) http://bit.ly/LINEatJADWALHKLPI …pic.twitter.com/RSlnva8ets
2016-12-03 16:40:45,805089401328009217,Amchizzy,0,Okazaki gets one back for Leicester City
2016-12-03 16:40:42,805089387486859268,SMLeicester,0,"GOAL! Sunderland 2-1 Leicester City (Shinji Okazaki, 80'). Join us live: http://sm.mg/4cfvkvk #safc #lcfc"
2016-12-03 16:40:42,805089386220191744,SM_Sunderland,0,"GOAL! Sunderland 2-1 Leicester City (Shinji Okazaki, 80'). Join us live: http://sm.mg/4cfvkvk #safc #lcfc"
2016-12-03 16:40:33,805089351608602624,SBOBET,0,80' Shinji Okazaki pull one goal back for #LCFC! Sunderland 2-1 Leicester City #SUNLEI #SAFCpic.twitter.com/z2z5AmUxPx
2016-12-03 16:40:32,805089344671379456,BettracksScores,0,Goal! - Shinji Okazaki (Sunderland 2 - 1 Leicester City)
2016-12-03 16:40:30,805089339319418881,guardian_sport,0,Goal! Sunderland 2-1 Leicester City (Okazaki) https://www.theguardian.com/football/live/2016/dec/03/tottenham-hotspur-v-swansea-fa-cup-second-round-and-more-live?CMP=share_btn_tw … #safc #lcfc
2016-12-03 16:40:27,805089325553766402,ThePremHub,0,GOAL! Sunderland 2-1 LEICESTER CITY - Shinji Okazaki (80'). #sunlei
2016-12-03 16:40:19,805089292934610944,Fpl_Updates,0,GOAL to Leicester City 2-1 Okazaki with the goal Gray with the assist #SUNLEI
2016-12-03 16:40:19,805089291948920832,LiveLCFC,0,GOAL!!! SUNDERLAND 2-1 LEICESTER CITY Okazaki pulls one back for #LCFC! Game on? http://www.leicestermercury.co.uk/sunderland-v-leicester-city-8211-premier-league-live/story-29954938-detail/story.html …
2016-12-03 16:40:18,805089286005673984,kicker_ENG,0,AFC Sunderland - Leicester City 2:1 Tor: Shinji Okazaki (80.) #SUNLEI http://www.kicker.de/news/fussball/intligen/england/barclays-premier-league/2016-17/14/3307774/livematch_afc-sunderland_leicester-city-511.html#omsmtwkicker …
2016-12-03 16:40:16,805089279617679361,MCTipbet_tr,0,80′ Gol Leicester City Sunderland 2:1 Leicester City #SUNLEIpic.twitter.com/UWlei7neq3
2016-12-03 16:40:16,805089277751205888,BettracksScores,0,Goal! Sunderland 2 - 1 Leicester City
2016-12-03 16:40:10,805089254363824128,SunderlandAFC,0,79' Okazaki slots home from close range to half the deficit. It's Sunderland 2 Leicester City 1
2016-12-03 16:40:10,805089252178468865,Sportitude10,0,GOAL UPDATE: Sunderland 2-(1) Leicester City - Shinji Okazaki (80') #SunLei #PL
2016-12-03 16:40:09,805089251033550848,bradley_duggan,-1,"Can't wait to watch #Championship football next season... ""We're Leicester City, we are going down "" #LCFC #LTID #Relegation"
2016-12-03 16:40:08,805089244775649280,mlgsmokers,0,Sunderland 2-0 Leicester City (Defoe)
2016-12-03 16:40:07,805089241667694592,Football__Tweet,0,GOAL: Sunderland 2 - 1 Leicester City. Shinji Okazaki pulls one back for the Champions. GAME ON! #SAFC #LCFC
2016-12-03 16:40:05,805089231630635008,SportingVoiceUK,0,"Oh dear, Leicester City are going to win the Champions League and get relegated in the same season aren't they?! #UCL #EPL #SunLei"
2016-12-03 16:39:59,805089207685447680,How_WatMH,0,Leicester City
2016-12-03 16:39:53,805089180397305856,OgolaSirikalKE,-1,Leicester city is failing gradually down the premier league pecking order. It's Not easy defending the much coveted Title. .
2016-12-03 16:39:26,805089069084581888,JayBop20,0,What are the odds on the current League champions winning the Champions League but getting relegated in the same season? #leicestercity
2016-12-03 16:39:25,805089063451693056,TopQualidee,-1,"Make no mistake about it, Leicester City are in a relegation scrap"
2016-12-03 16:39:18,805089037161820160,thee_rebone,0,Leicester City bathong
2016-12-03 16:39:15,805089023970725888,Bigbalooo,0,Hehe...What's happening to Leicester city?
2016-12-03 16:39:02,805088966961668096,kkweks,0,Leicester City really want to go back to the Championship. Tbh.
2016-12-03 16:39:02,805088966324023297,sksz311,0,Leicester City might just be the first team to win the Champions League and drop out of the Premiere League.
2016-12-03 16:39:00,805088960884174848,GoalFlash,0,Sunderland 2-1* Leicester City (80') #SUNLEI http://www.goal.com/ #GoalFlash #BPL
2016-12-03 16:38:56,805088943410659328,IvanGaskell1,0,Who is this team of imposters masquerading as Leicester City? Puzzling #bbcfootball
2016-12-03 16:38:55,805088937010200576,cantedor,-1,I don't understand Leicester city. Are they trying to get themselves relegated?
2016-12-03 16:38:54,805088935391199233,Amchizzy,0,Defoe doubles it for Sunderland!!! Leicester City is just predictable anyhow
2016-12-03 16:38:54,805088933180805120,Mr_Nobody_10,0,Leicester City will be relegated!
2016-12-03 16:38:52,805088928101466112,BettracksScores,0,Yellow Card - Papy Djilobodji (Sunderland 2 - 0 Leicester City)
2016-12-03 16:38:50,805088919494729729,BM15z,0,"Leicester City will be the first team to win the Championship, win the Premier League, get relegated and then come back up all in 4 years."
2016-12-03 16:38:50,805088917011779584,Mikhel_MUFC,0,Leicester City just not on this Premier league life
2016-12-03 16:38:48,805088910535782406,amr_samir_,0,Leicester city to the championship
2016-12-03 16:38:48,805088908052721664,FOXES_Fanly,0,Prem: Huth own goal -- Leicester (64') #LeicesterCity https://serve.fans/r/38fd715931 pic.twitter.com/43z0OwhO5z
2016-12-03 16:38:46,805088900964302848,oria_bure,0,Leicester City are looking like sure relegation candidates now
2016-12-03 16:38:45,805088898191855621,loxmartin13,0,By the way Leicester City are getting relegated
2016-12-03 16:38:42,805088883666993152,Fonskyy,0,Sunderland flogging Leicester City. I love the EPL!!!
2016-12-03 16:38:41,805088881414668289,infobola777,0,"77,Gooll...Sunderland 2 - 0 Leicester City ( Jermain Defoe )"
2016-12-03 16:38:38,805088867397369856,Mpoiney,-1,Going down with the Sunderland..... down with the Sunderland...... Leicester City players take a big fucking look at yourselves
2016-12-03 16:38:36,805088860313096194,Kingfeazy,0,How did Leicester city manage to win the EPL last season???
2016-12-03 16:38:35,805088853258280960,JuanitoCruz11,0,Sunderland 2-0 Leicester City #PremierLeague
2016-12-03 16:38:34,805088850666209282,mastersdog,-1,Thought Chelsea'd defence of the #PremierLeague was bad last year; Leicester's is despicable. #leicestercity may inconceivably go down
2016-12-03 16:38:32,805088842290229248,Maximus3796,-1,Now I really do remember what it is like to be a Leicester city fan #SUNLEI #LCFC #gutted
2016-12-03 16:38:30,805088833368948737,dbaker242424,0,Sunderland 2 - 0 Leicester City. 77' Jermain Defoe scores for Sunderland! #FotMob http://www.fotmob.com/livescores/47/2252318/match-facts/ …
2016-12-03 16:38:27,805088822434349056,TSHEPOKAATE,-1,Leicester City sold us dreams
2016-12-03 16:38:23,805088802817658880,_BradleyFoster,0,Leicester City?
2016-12-03 16:38:19,805088788565389319,MrSmithInNotts,-1,Very much looking forward to seeing Leicester City back in the championship next season #oneseasonwonders #FFPcheats.
2016-12-03 16:38:18,805088783846768641,FaneleMbuyazi8,0,Leicester City
2016-12-03 16:38:11,805088755208044545,popebig,0,Leicester city from Champions to Championship?
2016-12-03 16:38:10,805088751185707008,shaunym94,-1,Always one fucking team every week! I hate you Leicester city
2016-12-03 16:38:08,805088741358534656,kolinz_,-1,Leicester City gave up on the premier league after winning it.
2016-12-03 16:38:05,805088729480036353,JADWAL_HKLPI,0,GOL! Sunderland 2-0 Leicester City #SUNLEI #PL (77' Defoe) http://bit.ly/LINEatJADWALHKLPI …pic.twitter.com/RSlnva8ets
2016-12-03 16:38:04,805088725919289344,davywright65,0,No doubt Leicester will turn up next Saturday and play best game of their season because City r in town
2016-12-03 16:38:03,805088721968267268,Kenny_TP,-1,Moyes dismantling Leicester City.
2016-12-03 16:37:57,805088694113800192,A_Priestley89,-1,"Leicester City were struggling, now they are sinking! A shadow of the team of last season. #bbcfootball"
2016-12-03 16:37:55,805088689185492992,red0209_,0,Relegation for Leicester City this season.....??
2016-12-03 16:37:55,805088685855272960,craig_deighton,0,This is the real Leicester City..
2016-12-03 16:37:52,805088673507246084,ShadowTodd,-1,"Leicester City are not just resting on their laurels, they're comatose on them"
2016-12-03 16:37:50,805088664879562752,Denzi10,-1,Leicester city are finished lol
2016-12-03 16:37:44,805088641743810560,brown_buzi,-1,@FemiCoolfm please what exactly I wrong with Leicester City. I can't still understand how they are so low in form this season @NigeriainfoFM
2016-12-03 16:37:43,805088637641752576,LiveLCFC,0,"GOAL. Sunderland 2-0 Leicester City (Defoe, 77) It’s going from bad to worse for the #LCFC… http://www.leicestermercury.co.uk/sunderland-v-leicester-city-8211-premier-league-live/story-29954938-detail/story.html …"
2016-12-03 16:37:42,805088633652912129,FoxesNews,0,#Leicester #LeicesterCity #LCFC Prem: Huth own goal -- Leicester (64') http://dld.bz/fj79f
