date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-12-26 16:58:55,yousef_teclab,,1,0,0,"Nice to see Leicester City impact on the title race again. Man City drop to 3rd after losing 2-1 at Leicester City. Liverpool now have a six point gap at the top of the table after beating Newcastle 4-0. #LFC #MCFC",,,#LFC #MCFC,1077972036755120129,https://twitter.com/yousef_teclab/status/1077972036755120129
2018-12-26 16:58:55,shajma,,0,0,0,"Leicester City over these last two matches",,,,1077972033726828544,https://twitter.com/shajma/status/1077972033726828544
2018-12-26 16:58:51,Arnoldwangs,,0,0,1,"Amicus Leicester City.",,,,1077972017155055617,https://twitter.com/Arnoldwangs/status/1077972017155055617
2018-12-26 16:58:47,harrym20,,0,0,1,"Leicester has done it again. Last time it was Chelsea. Now Man City lost to Leicester City. #LEIMCI",,,#LEIMCI,1077972000273063937,https://twitter.com/harrym20/status/1077972000273063937
2018-12-26 16:58:45,AyodejiX2,,1,4,15,"Leicester City's last two #PL games: • Beat Chelsea 1-0 away • Beat Man City 2-1 at home Form! #LEIMCIpic.twitter.com/EojKX3tTxH",,,#PL #LEIMCIpic,1077971991712460800,https://twitter.com/AyodejiX2/status/1077971991712460800
2018-12-26 16:58:45,TheChilliBiker,,0,0,0,"Merry Christmas Liverpool fans... Happier New Year Man City & Chelsea supporters! Lots of love Leicester City x #lcfc #foxes #LEIMCI #city #chelsea #PremierLeague",,,#lcfc #foxes #LEIMCI #city #chelsea #PremierLeague,1077971991397892096,https://twitter.com/TheChilliBiker/status/1077971991397892096
2018-12-26 16:58:43,hum_bolega,,0,0,0,"Chelsea Crystal Palace and now Leicester City #ManCity is done with the #PremierLeague title this season!! #LEIMCIpic.twitter.com/TP3moZtoPe",,,#ManCity #PremierLeague #LEIMCIpic,1077971982623346689,https://twitter.com/hum_bolega/status/1077971982623346689
2018-12-26 16:58:42,Kadmia007,,2,0,3,"So Leicester City won Man City ?",,,,1077971979112775681,https://twitter.com/Kadmia007/status/1077971979112775681
2018-12-26 16:58:40,cloneposter,,0,0,0,"Thank you, Leicester City.",,,,1077971971672104960,https://twitter.com/cloneposter/status/1077971971672104960
2018-12-26 16:58:39,SleterFC,,0,0,0,"Wolves 0 Liverpool 2 Liverpool 4 Newcastle 0 Man City 2 Crystal Palace 3 Leicester City 2 Man City 1 Keep it rollin' boys! Festive fixtures, indeed! #YNWA @LFC @LFCUSA",,@LFC @LFCUSA,#YNWA,1077971969449037825,https://twitter.com/SleterFC/status/1077971969449037825
2018-12-26 16:58:35,DefPenSports,,0,0,2,"Ricardo Pereira scored this stunning goal to give Leicester City a 2-1 win over Manchester City Manchester City has now lost back-to-back games Premier League games #LEIMCIpic.twitter.com/jBdIdn2H3f",,,#LEIMCIpic,1077971952692690944,https://twitter.com/DefPenSports/status/1077971952692690944
2018-12-26 16:58:34,nigelchanakira,,27,16,147,"Fabulous Boxing Day EPL match for Liverpool FC with a 4 nil win against Newcastle United whilst ManC lose 2-1 against deadly Leicester City FC. One game at a time @Liverpool FC. #YNWApic.twitter.com/kFwlJSAD91",,@Liverpool,#YNWApic,1077971948079120387,https://twitter.com/nigelchanakira/status/1077971948079120387
2018-12-26 16:58:34,Mxh1d,,2,0,14,"THANKS TO LEICESTER CITY!",,,,1077971945227014147,https://twitter.com/Mxh1d/status/1077971945227014147
2018-12-26 16:58:33,BLucareli,,0,0,0,"That second #LeicesterCity goal, though. Incredible. #LEIMCI #PremierLeague",,,#LeicesterCity #LEIMCI #PremierLeague,1077971944564244481,https://twitter.com/BLucareli/status/1077971944564244481
2018-12-26 16:58:32,100Lcfc,,1,1,3,"Leicester City fans... now are you Puel in or Puel out (ps we are 7th in the premier League ) #lcfc #leicester #puel #puelin #puelout",,,#lcfc #leicester #puel #puelin #puelout,1077971938088230912,https://twitter.com/100Lcfc/status/1077971938088230912
2018-12-26 16:58:28,Ocean_Buoy,,0,1,2,"I love you LEICESTER CITY FC",,,,1077971922477027334,https://twitter.com/Ocean_Buoy/status/1077971922477027334
2018-12-26 16:58:22,HartnettHockey,,1,1,4,"Liverpool defeat Newcastle 4-0. Leicester City top Man City 2-1. #LFC now 7 points ahead of Man City and 6 points ahead of Spurs. Get innnn!!! Happy days!!! #YNWA #LFC #LFCFamilypic.twitter.com/XmaGjljjdT",,,#LFC #YNWA #LFC #LFCFamilypic,1077971897655021568,https://twitter.com/HartnettHockey/status/1077971897655021568
2018-12-26 16:58:21,farrrian,,0,0,0,"Low key Leicester City have been playing well",,,,1077971893498503168,https://twitter.com/farrrian/status/1077971893498503168
2018-12-26 16:58:13,SodiqAbiolaAFC,,0,1,0,"Massive 6pts for Leicester city against Chelsea and City.",,,,1077971860103593984,https://twitter.com/SodiqAbiolaAFC/status/1077971860103593984
2018-12-26 16:58:03,DamienMcFerran,,0,0,1,"Leicester City 2-1 Manchester City: Pep Guardiola's side lose for second time in five days http://www.bbc.co.uk/sport/football/46615151 …",,,,1077971818051497984,https://twitter.com/DamienMcFerran/status/1077971818051497984
2018-12-26 16:58:03,PossiblyGeorge,,0,0,0,"Leicester City - the sleeping giant #LCFC",,,#LCFC,1077971817686396928,https://twitter.com/PossiblyGeorge/status/1077971817686396928
2018-12-26 16:58:03,Livprajwal,,0,0,0,"I love Leicester City!!!! #LIVNEW",,,#LIVNEW,1077971815731945472,https://twitter.com/Livprajwal/status/1077971815731945472
2018-12-26 16:58:01,thebusybuddies,,0,0,0,"FULL TIME Burnley 1 - 5 Everton Crystal Palace 0 - 0 Cardiff City Leicester City 2 - 1 Manchester City Liverpool 4 - 0 Newcastle United Manchester United 3 - 1 Huddersfield Tottenham Hotspur 5 - 0 Bournemouth #PLpic.twitter.com/6UuUFziiUS",,,#PLpic,1077971808391966720,https://twitter.com/thebusybuddies/status/1077971808391966720
2018-12-26 16:57:58,Tweeterist_,,0,0,0,"MCFC 2nd defeat in a row. Earlier CITY equalise the score vs Leicester City in EFL Cup. #LEIMCI #BOXINGDAYpic.twitter.com/Gzm6NENUjR",,,#LEIMCI #BOXINGDAYpic,1077971795897188353,https://twitter.com/Tweeterist_/status/1077971795897188353
2018-12-26 16:57:58,Mastarcard,,0,0,0,"Leicester city fans are having the time of their lives. 2 big wins in 1 week",,,,1077971794726920192,https://twitter.com/Mastarcard/status/1077971794726920192
2018-12-26 16:57:57,barackderay,,0,0,2,"Somebody wants to do back to back. He forget say England no be Spain and Germany. #leicestercity",,,#leicestercity,1077971792306884609,https://twitter.com/barackderay/status/1077971792306884609
2018-12-26 16:57:54,CornieMarizani,,0,0,1,"Resurgent Man United won 3 : 1 against Huddersfield, whilst the noisy neighbours continue their losing streak as they lost 1 : 2 against Leicester City.",,,,1077971779463888896,https://twitter.com/CornieMarizani/status/1077971779463888896
2018-12-26 16:57:51,1965EPerez,,2,0,2,"Just let out a loud roar at work as Leicester City beat Man City. Proud of the Foxes #LCFC",,,#LCFC,1077971767509975041,https://twitter.com/1965EPerez/status/1077971767509975041
2018-12-26 16:57:43,charlottexoxo,,0,0,1,"Leicester City 2 - 1 Man City pic.twitter.com/nqgMPSRXBT",,,,1077971734433882114,https://twitter.com/charlottexoxo/status/1077971734433882114
2018-12-26 16:57:43,talkSPORTLive,,0,3,9,"Wow! What. A. Day. Here are the results from this afternoon's games. Liverpool 4 Newcastle 0 Man Utd 3 Huddersfield 1 Leicester City 2 Man City 1 Tottenham 5 Bournemouth 0 Burnley 1 Everton 5 Crystal Palace 0 Cardiff 0. Listen outside UK/ROI: https://talksport.com/live-commentary-of-every-premier-league-and-selected-fa-cup-carabao-cup-matches/ …pic.twitter.com/4rmnPYB08m",,,,1077971732605140992,https://twitter.com/talkSPORTLive/status/1077971732605140992
2018-12-26 16:57:39,hillarynkirby,,1,0,1,"Loving this Leicester City resurgence.",,,,1077971717916479490,https://twitter.com/hillarynkirby/status/1077971717916479490
2018-12-26 16:57:39,dotski_w,,0,0,0,"The 11yo's favourite Xmas presents came from Crystal Palace and Leicester City.",,,,1077971717245583361,https://twitter.com/dotski_w/status/1077971717245583361
2018-12-26 16:57:37,FarisQocey,,0,0,1,"Haha. Leicester city..",,,,1077971706231238656,https://twitter.com/FarisQocey/status/1077971706231238656
2018-12-26 16:57:36,iamdnzry,,0,0,0,"Leicester City won against Chelsea & Man City in a row. Very fine performance!",,,,1077971702628331520,https://twitter.com/iamdnzry/status/1077971702628331520
2018-12-26 16:57:35,Lee_Chappy,,2,5,44,"21st December : Several reports that Claude Puel has lost the Leicester City dressing room. 22nd December : #LCFC beat Chelsea. 26th December : #LCFC beat Man City. Not a bad response. "" @JohnBennettBBC""",,@JohnBennettBBC,#LCFC #LCFC,1077971700288012288,https://twitter.com/Lee_Chappy/status/1077971700288012288
2018-12-26 16:57:34,Anil_Bluez,,0,0,2,"LEICESTER CITY 2-1 MANCHESTER CITY Arab money #LEIMCI #EPL",,,#LEIMCI #EPL,1077971695661654018,https://twitter.com/Anil_Bluez/status/1077971695661654018
2018-12-26 16:57:32,jibolaowo,,0,0,1,"Hello everybody, The EPL is back again, Something just happened right now, Man city lost again to Leicester City. 3 defeats in 4 games now.",,,,1077971687205949448,https://twitter.com/jibolaowo/status/1077971687205949448
2018-12-26 16:57:31,EvanR8Gaming,,0,0,1,"What has happened to Man City....from top of the league and now losing to Leicester City, 3 major slip ups and now allowing Liverpool to claim the top of the table. City need to beat Liverpool when they play each other otherwise the title could be going elsewhere than Mancheter!",,,,1077971683389173762,https://twitter.com/EvanR8Gaming/status/1077971683389173762
2018-12-26 16:57:31,british_yemeni_,,1,0,3,"Late Christmas gift from Leicester City but wallahi I’ll take it! #topofthetable #ynwa",,,#topofthetable #ynwa,1077971680876814337,https://twitter.com/british_yemeni_/status/1077971680876814337
2018-12-26 16:57:31,Kolavic_,,0,1,0,"Fantastic effort from Leicester City. Taking 6 points from Chelsea & City",,,,1077971680742522880,https://twitter.com/Kolavic_/status/1077971680742522880
2018-12-26 16:57:30,ericmugabi3,,0,0,1,"Leicester city has did it Brighton can also did it",,,,1077971678251106304,https://twitter.com/ericmugabi3/status/1077971678251106304
2018-12-26 16:57:27,HarneetSinghFOL,FoxesofLCFC,1,0,0,"Leicester City 1-2 Cardiff City.",,,,1077971665487712256,https://twitter.com/HarneetSinghFOL/status/1077971665487712256
2018-12-26 16:57:22,LPI_MY,,2,73,83,"MASA PENUH Burnley 1-5 Everton Leicester City 2-1 Man City Man United 3-1 Huddersfield Town Spurs 5-0 Bournemouth Liverpool 4-0 Newcastle United Crystal Palace 0-0 Cardiff City #LPIMYpic.twitter.com/iazcTL6N8e",,,#LPIMYpic,1077971646332293120,https://twitter.com/LPI_MY/status/1077971646332293120
2018-12-26 16:57:21,SMLeicester,,0,0,0,"Result: Leicester City fight back to stun 10-man Manchester City http://sm.mg/cq63yjt #lcfc",,,#lcfc,1077971638669508608,https://twitter.com/SMLeicester/status/1077971638669508608
2018-12-26 16:57:20,SMManCity,,0,0,0,"Result: Leicester City fight back to stun 10-man Manchester City http://sm.mg/8y7zqdj #mcfc",,,#mcfc,1077971637167894528,https://twitter.com/SMManCity/status/1077971637167894528
2018-12-26 16:57:18,XtremeStyles_,,0,0,0,"Props to Leicester City",,,,1077971628280217602,https://twitter.com/XtremeStyles_/status/1077971628280217602
2018-12-26 16:57:18,shahanchowdhury,,1,0,0,"Thank you Leicester City! #LCFC #MCFC",,,#LCFC #MCFC,1077971627827175424,https://twitter.com/shahanchowdhury/status/1077971627827175424
2018-12-26 16:57:16,bbcmerseysport,,0,0,0,"Other @premierleague full times Crystal Palace 0-0 Cardiff City Fulham 1-1 Wolves Leicester City 2-1 Manchester City Manchester Utd 3-1 Huddersfield Town Tottenham 5-0 Bournemouth pic.twitter.com/de1q9ibXyU",,@premierleague,,1077971621602869249,https://twitter.com/bbcmerseysport/status/1077971621602869249
2018-12-26 16:57:16,Sports_NDTV,,1,8,40,"Premier League: Liverpool thrash Newcastle United 4-0, Manchester City lose 1-2 to Leicester City #PremierLeague #LIVNEW #LeiMci https://sports.ndtv.com/football pic.twitter.com/vvKNHeL1aw",,,#PremierLeague #LIVNEW #LeiMci,1077971618196910080,https://twitter.com/Sports_NDTV/status/1077971618196910080
2018-12-26 16:57:13,NELA__25,,0,0,0,"2nd loss in a row for Man City. Man City 2-3 Crystal Palace Leicester City 2-1 Man City",,,,1077971608881561600,https://twitter.com/NELA__25/status/1077971608881561600
2018-12-26 16:57:07,Deportee__,,0,0,0,"That’s what I’m talking about Leicester City, well done. Hahaha ManCity",,,,1077971582499340288,https://twitter.com/Deportee__/status/1077971582499340288
2018-12-26 16:57:04,abieubur,,0,0,0,"2 time defeats, huft.. something went wrong... Congrats Leicester City Congrats Liverpool Next time we will back stronger Ciee yg mau nungguin tweet ini biar di bully bully",,,,1077971568028831744,https://twitter.com/abieubur/status/1077971568028831744
2018-12-26 16:57:02,Gulasahi,,0,0,0,"Leicester City.",,,,1077971561397645314,https://twitter.com/Gulasahi/status/1077971561397645314
2018-12-26 16:57:02,LeonSolms,,0,0,0,"Happy for Leicester City. They deserve a Merry Christmas after all they’ve been through this year. #LEIMCI #PremierLeague",,,#LEIMCI #PremierLeague,1077971560806395911,https://twitter.com/LeonSolms/status/1077971560806395911
2018-12-26 16:56:58,ProudlyAustin,,1,0,2,"FT : Leicester City 2 Manchester City 1. Sweet result for the Foxes, horrible christmas for Pep's team. #reality",,,#reality,1077971545555980288,https://twitter.com/ProudlyAustin/status/1077971545555980288
2018-12-26 16:56:58,xizztx,,0,1,4,"leicester city, i love you",,,,1077971545098604544,https://twitter.com/xizztx/status/1077971545098604544
2018-12-26 16:56:57,soccernet_ng,,0,0,2,"What's wrong with the Champions? Full Time: Leicester City 2-1 Manchester City pic.twitter.com/pqyIx9ex3q",,,,1077971538945691648,https://twitter.com/soccernet_ng/status/1077971538945691648
2018-12-26 16:56:55,renaldybrada,,0,0,2,"Glory Glory Leicester City !",,,,1077971530825457664,https://twitter.com/renaldybrada/status/1077971530825457664
2018-12-26 16:56:53,mazi_duce,,1,1,5,"Incase you didn't hear any news today, here this MANCHESTER City lost to Leicester City.. FT: Leicester 2-1 Man City God is Good ooo.. #LEIMCI #SSFootball",,,#LEIMCI #SSFootball,1077971521191268353,https://twitter.com/mazi_duce/status/1077971521191268353
2018-12-26 16:56:52,Sbn_ZA,,0,0,3,"#PL Results Burnley 1-5 Everton Crystal Palace 0-0 Cardiff Leicester City 2-1 Manchester City Liverpool 4-0 Newcastle United Manchester United 3-1 Huddersfield Tottenham 5-0 Bournemouth",,,#PL,1077971520646012928,https://twitter.com/Sbn_ZA/status/1077971520646012928
2018-12-26 16:56:52,gddik,,1,0,1,"Thank you for the Christmas present, Leicester City! A six point lead? That'll do nicely!",,,,1077971520184598529,https://twitter.com/gddik/status/1077971520184598529
2018-12-26 16:56:52,hassancatalony,,0,0,0,"Leicester City vs Manchester City",,,,1077971518628474880,https://twitter.com/hassancatalony/status/1077971518628474880
2018-12-26 16:56:51,thatrareguy,,0,1,1,"Third defeat in their last four games, yet none of these pundits is calling out the bald head one. Manchester City will always be the smaller club. Well done Leicester City",,,,1077971512844529665,https://twitter.com/thatrareguy/status/1077971512844529665
2018-12-26 16:56:46,Clutch_Pod,,0,0,0,"Let’s not forget what a great run of results it’s been for Leicester City. Back to back wins away at Chelsea and home vs Man City #LEIMCI #LCFC",,,#LEIMCI #LCFC,1077971494779666432,https://twitter.com/Clutch_Pod/status/1077971494779666432
2018-12-26 16:56:46,basnet_tarbin,,0,0,3,"Leicester City beat Chelsea and Man City in a week !!",,,,1077971492263079937,https://twitter.com/basnet_tarbin/status/1077971492263079937
2018-12-26 16:56:44,MHackneyTN,,0,0,0,"LOL @Leicester City becoming Man City's Premier League boogeyman, just as Wigan Athletic have become City's FA Cup boogeyman.",,@Leicester,,1077971487045373952,https://twitter.com/MHackneyTN/status/1077971487045373952
2018-12-26 16:56:42,don_futbool,,0,0,0,"Leicester City 2-1 Manchester City",,,,1077971478950359040,https://twitter.com/don_futbool/status/1077971478950359040
2018-12-26 16:56:42,CallumPearse,,0,0,2,"Leicester city you beautiful club",,,,1077971477767557120,https://twitter.com/CallumPearse/status/1077971477767557120
2018-12-26 16:56:40,jasonbannerman,,0,0,0,"Leicester City dey chop the Christmas pass everybody. Beating City and Chelsea.",,,,1077971469089546241,https://twitter.com/jasonbannerman/status/1077971469089546241
2018-12-26 16:56:40,daniel2_Hdez,LCFC,0,0,1,"Leicester city! https://twitter.com/LCFC/status/1077970227940548609 …",,,,1077971468657614855,https://twitter.com/daniel2_Hdez/status/1077971468657614855
2018-12-26 16:56:35,MlungelwaDuma,,0,0,0,"#EPL Results #Liverpool are points clear at the top of the Premier League. Today's results are as follow; Fulham 1 - 1 Wolverhampton Wanderers Burnley 1 - 5 Everton Crystal Palace 0 - 0 Cardiff City Leicester City... https://www.facebook.com/mluhduma/posts/2070390143041506 …",,,#EPL #Liverpool,1077971447564455937,https://twitter.com/MlungelwaDuma/status/1077971447564455937
2018-12-26 16:56:31,amperes797,,0,0,0,"Leicester City doing the Lords work again... Glory Glory united @ManUtd game on!!",,@ManUtd,,1077971431898734593,https://twitter.com/amperes797/status/1077971431898734593
2018-12-26 16:56:30,Queenjohn4,,0,0,1,"Leicester City are the real MVPs",,,,1077971427993796609,https://twitter.com/Queenjohn4/status/1077971427993796609
2018-12-26 16:56:30,NFFCshow,,24,97,179,"Vs Watford (Won but struggled in the final few minutes ) Vs Chelsea (Tactically outplayed) Vs Everton (Won convincingly ) Vs Crystal Palace ( Were outdone by some dogged defending and mistakes) Vs Leicester City ( Looked clueless) Should Guardiola be worried? #Nffcshow",,,#Nffcshow,1077971426815238144,https://twitter.com/NFFCshow/status/1077971426815238144
2018-12-26 16:56:29,Shen500K_,LFC,1,1,119,"Come on Liverpool! (Leicester City 2 - 1 Man City) Loyal Villa fan, above anyone else, but always had a soft spot for Liverpool. Quality fans, quality history, quality stadium and atmosphere. Hope you manage to pull it off this year.",,,,1077971422012735489,https://twitter.com/Shen500K_/status/1077971422012735489
2018-12-26 16:56:27,anilmampreth,,0,0,0,"Our #mufc Noisy neighbors silenced again by #LeicesterCity #LEIMCI",,,#mufc #LeicesterCity #LEIMCI,1077971414760730625,https://twitter.com/anilmampreth/status/1077971414760730625
2018-12-26 16:56:23,Jsanalitro,,0,0,1,"Leicester city have beaten both chelsea and city in their last two games, madness!",,,,1077971398671458304,https://twitter.com/Jsanalitro/status/1077971398671458304
2018-12-26 16:56:22,ItsLiamCooper,,0,0,0,"Fair play to Leicester City this week. Back to back wins over Chelsea and Man City. And Puel was apparently close to the sack?",,,,1077971394405826562,https://twitter.com/ItsLiamCooper/status/1077971394405826562
2018-12-26 16:56:21,FerrariPhoenix,,0,0,1,"Can’t believe that Man City aren’t in 2nd place anymore. What a result for Leicester City. #LEIMCI",,,#LEIMCI,1077971389242589185,https://twitter.com/FerrariPhoenix/status/1077971389242589185
2018-12-26 16:56:19,CaminoVestuario,,0,0,0,"#PremierLeague: !FINAL! Leicester City 2-1 Manchester City Albrighton y Pereira Bernardo Silva pic.twitter.com/E5CKqLu2Ad",,,#PremierLeague,1077971379197276161,https://twitter.com/CaminoVestuario/status/1077971379197276161
2018-12-26 16:56:14,JeffSpicoliWx,,0,0,1,"Knock knock... who’s there? Leicester City beating Man City 2-1!!! #foxesneverquit #LCFC",,,#foxesneverquit #LCFC,1077971361417646086,https://twitter.com/JeffSpicoliWx/status/1077971361417646086
2018-12-26 16:56:12,mistergjokaj,,0,0,0,"Leicester city... i love you",,,,1077971349711265792,https://twitter.com/mistergjokaj/status/1077971349711265792
2018-12-26 16:56:10,pro_insafian,,0,1,7,"Thank you Leicester City #PremierLeague #gameweek19",,,#PremierLeague #gameweek19,1077971343608561665,https://twitter.com/pro_insafian/status/1077971343608561665
2018-12-26 16:56:08,Deji_OoniAbj,,0,1,4,"From being under pressure, Leicester City's manager, Claude Puel went on to beat Chelsea and Manchester City. That's how to command respect #LEIMCI #PremierLeague",,,#LEIMCI #PremierLeague,1077971333470998528,https://twitter.com/Deji_OoniAbj/status/1077971333470998528
2018-12-26 16:56:06,edduizzy,,0,0,0,"Leicester City with impressive successive wins over Chelsea and Man City",,,,1077971326789476352,https://twitter.com/edduizzy/status/1077971326789476352
2018-12-26 16:56:04,Kayojek,,0,0,2,"Leicester City 2:1 Man City City was on a cruise until Chelsea defeated ‘em and gave the script to the Premier League. Today, Leicester soaked Pep and his boys in a water tank filled with detergent and left ‘em there.",,,,1077971319424135170,https://twitter.com/Kayojek/status/1077971319424135170
2018-12-26 16:56:04,_ChinoDelFino,,0,0,0,"Leicester city on fire!",,,,1077971318853775366,https://twitter.com/_ChinoDelFino/status/1077971318853775366
2018-12-26 16:56:03,Luxido_Kefh,,0,0,3,"Leicester City>>> Real Madrid",,,,1077971313283612672,https://twitter.com/Luxido_Kefh/status/1077971313283612672
2018-12-26 16:56:02,MAAHwrites,,0,0,1,"FT. Leicester City 2-1 Man City. The Champions lose back to back PL games, and have failed to win in 90 mins for the third game in a row. Mark Albrighton and Ricardo Pereyra made it a perfect Boxing Day at the KingPower. #LEIMCI",,,#LEIMCI,1077971309404086272,https://twitter.com/MAAHwrites/status/1077971309404086272
2018-12-26 16:56:01,josephrasco,,0,0,1,"Leicester City have beatean Chelsea and Man City in consecutive weeks!",,,,1077971304685268993,https://twitter.com/josephrasco/status/1077971304685268993
2018-12-26 16:55:58,bbroyston,,0,1,3,"Chelsea 0-1 Leicester City Leicester City 2-1 Manchester City #AllIWantForChristmasIs - #PuelIn MERRY CHRISTMAS #LCFC #LeiMcipic.twitter.com/18mnTiPKXi",,,#AllIWantForChristmasIs #PuelIn #LCFC #LeiMcipic,1077971292740030465,https://twitter.com/bbroyston/status/1077971292740030465
2018-12-26 16:55:58,direktpremier,,0,0,0,"MS | Leicester City 2-1 Manchester City 14' Bernardo Silva 19' Albrighton 81' Pereira 90' Delph pic.twitter.com/S91CEIZvSP",,,,1077971292643618816,https://twitter.com/direktpremier/status/1077971292643618816
2018-12-26 16:55:58,btsportscore,,1,19,76,"FT: Burnley 1-5 Everton Crystal Palace 0-0 Cardiff Leicester City 2-1 Man City Liverpool 4-0 Newcastle United Man Utd 3-1 Huddersfield Town Spurs 5-0 Bournemouth A huge day at the top of the table! #BTSportScorepic.twitter.com/uNN4ttqg1Y",,,#BTSportScorepic,1077971290873581573,https://twitter.com/btsportscore/status/1077971290873581573
2018-12-26 16:55:58,SuperSportBlitz,,1,2,5,"Manchester City dropped to 3rd place on the table following a 2-1 defeat at Leicester City, with Fabian Delph red carded in the 90th minute. #SSFootball",,,#SSFootball,1077971290387070977,https://twitter.com/SuperSportBlitz/status/1077971290387070977
2018-12-26 16:55:56,SuperSportBlitz,,3,10,17,"#PL – Results: Burnley 1-5 Everton, Crystal Palace 0-0 Cardiff City, Leicester City 2-1 Manchester City #SSFootball",,,#PL #SSFootball,1077971282304610304,https://twitter.com/SuperSportBlitz/status/1077971282304610304
